N,District,Price,Rooms,Totsp,Livesp,Kitsp,Brick,Floor,Nfloors,Dist,Metrdist,Walk,Bal,Tel,New
331,0,12200000,2,36.0,28.0,5.0,1,2,5,3.9,5,1,1,1,1
332,0,12240000,1,30.6,-,-,1,1,8,3.77,12,1,0,-,1
333,0,12250000,2,51.0,30.0,9.5,0,12,12,1.98,7,1,1,1,1
334,0,12300000,2,50.0,32.0,8.0,0,5,12,2.39,8,1,0,1,1
335,0,12300000,1,36.0,19.0,10.0,0,3,14,4.06,5,1,1,1,1
336,0,12300000,3,51.5,33.2,6.0,0,6,9,4.82,10,1,1,1,1
337,0,15800000,2,46.0,30.0,7.0,1,3,8,1.3,3,1,1,-,1
338,0,73000000,4,122.5,90.0,-,1,8,9,2.39,8,1,0,-,1
339,0,55000000,3,113.0,71.2,16.0,1,6,12,2.0,7,1,1,0,1
340,0,12300000,2,50.5,31.0,9.6,0,12,12,4.74,7,1,0,1,1
341,0,12312000,3,64.0,43.0,8.0,0,8,16,2.21,5,1,1,-,1
342,0,12350000,3,55.5,42.0,6.0,1,2,5,1.8,8,1,0,1,1
343,0,12357700,3,64.7,45.7,-,1,6,19,5.79,-,0,0,-,0
344,0,12393120,1,38.6,-,-,1,3,7,2.38,5,1,0,-,0
345,0,12393120,1,38.6,-,-,0,3,7,2.42,8,1,0,-,0
346,0,12450000,1,38.0,21.0,8.0,1,5,6,4.4,10,1,1,1,1
347,0,12475868,1,60.6,60.6,-,0,4,-,4.74,6,1,0,-,0
348,0,12480000,1,47.0,22.0,10.0,1,8,9,3.63,7,1,1,-,1
349,0,12490000,3,56.0,45.4,6.0,1,3,5,1.62,3,1,1,1,1
350,0,12500000,1,40.0,19.0,10.0,1,5,17,5.82,2,1,0,-,1
351,0,12500000,1,40.1,23.1,8.0,1,5,9,2.88,2,1,1,1,1
352,0,12500000,2,50.9,30.3,8.5,0,10,17,3.83,7,1,1,-,1
353,0,12500000,2,53.0,35.0,10.0,1,4,5,5.49,10,1,1,1,1
354,0,12500000,2,45.0,30.0,6.0,0,7,12,4.76,15,1,1,-,1
355,0,12500000,2,56.0,30.0,9.0,0,2,12,7.69,12,1,0,1,1
356,0,12533034,1,38.7,-,-,0,2,7,2.42,8,1,0,-,0
357,0,12600000,3,60.0,43.0,6.0,0,5,9,4.89,7,1,0,-,1
358,0,12600000,1,38.8,31.8,8.0,1,6,8,4.9,5,1,0,-,0
359,0,12600000,3,60.0,49.0,6.0,0,5,9,4.89,10,1,1,1,1
360,0,12600000,1,39.0,-,-,1,7,10,4.82,5,1,0,-,1
361,0,12600000,1,38.8,38.8,-,1,7,10,4.82,7,1,1,0,1
362,0,12600000,1,37.8,37.8,-,1,7,10,4.9,3,1,0,0,1
363,0,12600000,2,37.0,-,-,1,2,5,3.9,13,1,0,0,1
364,0,12600000,1,40.0,-,40.0,1,8,8,4.74,5,1,0,-,1
365,0,33500000,2,68.7,60.0,7.0,1,3,5,3.32,5,1,0,0,1
366,0,89470360,4,151.0,65.0,44.0,0,6,7,2.63,10,1,0,-,1
367,0,140000000,4,200.0,120.0,20.0,1,4,6,2.39,2,1,0,-,1
368,0,12614713,1,38.5,-,-,1,4,7,2.38,5,1,0,-,0
369,0,12614713,1,38.5,-,-,0,4,7,2.42,8,1,0,-,0
370,0,12646834,1,50.3,50.3,-,0,2,-,4.74,6,1,0,-,0
371,0,12751098,1,60.8,60.8,-,0,5,-,4.74,6,1,0,-,0
372,0,12800000,3,56.4,40.1,5.4,1,4,9,5.61,12,1,1,1,1
373,0,12888859,1,38.6,-,-,0,5,7,2.42,8,1,0,-,0
374,0,12900000,2,51.0,28.0,7.0,1,12,17,6.51,11,1,1,-,1
375,0,12900000,2,48.0,32.0,6.0,1,2,6,1.65,5,0,0,0,1
376,0,12900000,2,39.0,23.0,6.5,0,2,12,2.5,9,1,1,-,1
377,0,12900000,3,58.3,39.5,6.0,0,3,12,4.35,12,1,0,1,1
378,0,12900000,2,54.0,44.2,-,1,4,5,6.77,-,0,0,0,1
379,0,12900000,2,43.0,33.0,6.0,1,4,9,4.69,8,1,1,0,1
380,0,12950000,2,45.0,25.0,6.0,0,4,12,5.37,15,0,1,0,1
381,0,12950000,2,53.5,32.0,8.1,0,8,17,4.47,-,0,1,1,1
382,0,13000000,2,64.0,34.0,13.0,0,2,17,5.69,11,1,1,-,1
383,0,13000000,2,55.0,34.0,9.0,0,2,6,3.2,9,1,0,1,1
384,0,13000000,2,64.5,34.2,12.0,0,3,16,4.9,5,1,1,1,1
385,0,13000000,2,51.9,51.9,-,1,4,7,4.9,6,1,0,-,1
386,0,13000000,2,52.0,52.0,-,0,4,7,4.9,5,1,0,-,1
387,0,13000000,3,65.0,38.0,8.0,0,2,5,7.09,5,0,0,1,1
388,0,13000000,2,56.0,28.0,10.8,0,1,16,1.44,5,1,1,1,1
389,0,13000000,1,26.0,20.0,6.0,1,10,12,3.05,6,1,0,-,0
390,0,13000000,2,40.0,29.0,8.0,0,6,12,5.09,6,1,1,-,1
391,0,13000000,2,58.6,39.0,7.0,0,11,12,4.0,3,1,0,1,1
392,0,13000000,1,36.7,19.0,9.0,0,5,12,1.16,5,1,1,1,1
393,0,119900000,4,227.5,146.5,19.0,1,3,3,4.09,12,1,1,1,1
394,0,38000000,2,65.4,30.0,-,1,8,14,4.86,9,1,0,-,0
395,0,83192200,4,169.8,169.8,-,1,4,18,6.31,9,1,0,-,1
396,0,13000000,1,26.0,-,-,1,10,12,3.05,3,1,0,-,0
397,0,13000000,3,58.7,44.6,6.0,0,2,9,5.99,13,1,1,-,1
398,0,13000000,3,57.0,43.0,6.0,1,5,5,4.59,4,1,1,-,1
399,0,13000000,2,63.0,35.0,11.0,0,2,9,1.65,5,1,0,1,1
400,0,13000000,2,60.0,32.0,9.8,0,5,9,8.29,5,0,1,1,1
401,0,13149940,1,38.0,-,-,0,7,7,2.42,8,1,0,-,0
402,0,13200000,3,54.4,30.0,10.0,1,2,8,3.38,9,1,0,1,1
403,0,13200000,2,44.1,30.0,5.0,1,2,5,3.94,11,1,1,0,1
404,0,13300000,3,64.3,43.3,10.2,0,2,12,4.74,6,1,1,0,1
405,0,13300000,4,62.0,42.0,6.0,0,9,9,4.23,7,1,1,-,1
406,0,13300000,1,43.4,35.6,8.0,1,2,9,4.82,5,1,0,-,0
407,0,13300000,2,53.5,32.2,9.0,0,14,17,5.68,5,1,1,1,1
408,0,13399000,2,55.0,34.0,8.0,1,4,5,5.66,9,1,1,1,1
409,0,13400000,2,51.0,30.4,10.0,0,2,17,5.63,12,1,1,1,1
410,0,13400000,3,63.0,45.0,7.0,0,1,5,2.18,5,1,0,-,1
411,0,13450000,3,75.0,56.0,7.0,1,5,5,2.22,15,1,1,1,1
412,0,13490000,1,46.6,21.0,11.0,1,13,16,4.89,15,1,1,1,1
413,0,13500000,2,58.0,33.0,9.0,1,5,9,4.73,4,1,1,-,1
414,0,13500000,2,63.8,43.0,10.0,1,4,6,3.86,10,1,1,-,1
415,0,13500000,2,70.5,52.0,8.0,0,2,8,2.03,1,1,0,1,1
416,0,13500000,3,55.0,40.0,5.0,0,2,5,1.95,5,1,1,1,1
417,0,13500000,1,42.3,18.6,11.8,1,1,5,3.34,11,1,0,1,1
418,0,13500000,2,58.5,31.6,9.6,1,8,22,6.61,15,1,1,0,1
419,0,13600000,3,65.4,44.5,11.0,0,8,12,5.55,3,1,1,1,1
420,0,13600000,2,63.0,43.0,8.0,1,1,6,5.19,5,1,0,1,1
421,0,86000000,3,113.6,70.0,14.0,0,3,14,4.15,7,1,0,1,1
422,0,83825676,3,182.0,145.0,-,0,47,73,7.69,4,1,0,-,1
423,0,175500000,2,135.0,60.0,-,1,6,7,2.48,7,1,0,-,0
424,0,13600000,2,53.1,33.0,11.0,1,2,7,3.65,7,1,0,1,1
425,0,13600000,3,64.0,43.0,9.5,0,1,12,5.59,10,1,0,0,1
426,0,13641600,1,39.2,-,-,1,9,10,4.9,5,1,0,-,1
427,0,13700000,2,53.0,32.0,8.0,0,8,11,2.95,5,1,0,-,1
428,0,13750609,1,38.3,-,-,1,4,6,2.38,5,1,0,-,0
429,0,13800000,2,57.0,37.0,10.0,1,4,5,6.25,10,1,1,-,1
430,0,13800000,2,52.0,27.7,8.0,1,5,12,2.11,8,1,1,1,1
431,0,13802742,1,38.7,-,-,1,7,7,2.38,5,1,0,-,0
432,0,13900000,3,83.0,54.3,11.5,1,2,5,6.25,12,1,0,-,1
433,0,13900000,3,92.0,57.6,-,1,2,9,4.67,4,1,0,0,1
434,0,13900000,3,60.0,39.0,9.0,0,3,6,3.71,7,1,0,1,1
435,0,13900000,2,58.0,36.0,8.0,0,6,6,4.47,10,0,1,1,1
436,0,13906174,1,39.0,-,-,1,7,7,2.38,5,1,0,-,0
437,0,13950000,2,57.3,35.5,9.3,0,5,16,2.59,9,1,1,-,1
438,0,13950579,3,79.2,79.2,-,1,3,6,4.77,5,1,0,0,1
439,0,13950579,1,79.2,79.2,-,0,3,-,4.74,6,1,0,-,0
440,0,13970946,1,38.0,28.0,10.0,1,3,8,2.34,8,1,1,1,1
441,0,13990000,2,54.0,30.0,9.0,0,2,12,4.1,14,1,1,-,1
442,0,13999000,1,42.7,17.4,9.0,1,5,11,4.86,10,1,0,1,1
443,0,13999000,2,42.7,17.4,9.0,1,5,11,4.86,10,1,0,1,1
444,0,14000000,3,58.0,45.0,6.0,1,2,8,5.35,3,1,0,-,1
445,0,14000000,2,52.0,31.0,9.0,1,13,14,4.3,4,1,1,1,1
446,0,14000000,2,56.0,43.0,10.0,1,3,5,1.8,5,1,1,1,1
447,0,14000000,2,60.0,38.0,10.0,1,5,8,5.44,4,1,1,1,1
448,0,14000000,2,52.0,30.0,8.0,0,8,12,3.86,9,1,1,1,1
449,0,69854730,2,115.0,80.0,15.0,0,51,62,7.86,1,1,0,1,1
450,0,27786800,2,78.5,50.0,20.0,1,6,8,1.76,12,1,1,-,0
451,0,93379000,4,169.8,169.8,-,1,6,18,6.31,9,1,0,-,1
452,0,14000000,2,53.0,29.0,8.0,0,9,12,2.26,10,1,1,1,1
453,0,14093090,1,54.0,54.0,-,0,4,-,4.74,6,1,0,-,0
454,0,14100000,3,78.5,53.0,9.0,0,5,5,7.68,15,1,1,1,1
455,0,14100000,2,54.0,32.0,8.5,0,12,12,2.42,11,1,1,1,1
456,0,14200000,2,45.0,32.0,6.0,0,4,9,5.25,5,1,1,1,1
457,0,14200000,1,41.0,32.0,5.0,0,2,10,4.82,-,0,0,0,1
458,0,14200000,2,56.0,31.4,8.0,0,3,17,4.47,7,1,1,1,1
459,0,14200000,3,55.0,37.6,8.0,1,1,8,4.17,4,1,0,1,1
460,0,14250000,2,51.0,31.0,9.0,0,2,12,5.02,7,1,0,-,1
461,0,14256211,2,48.2,32.2,5.1,1,2,11,2.42,8,1,1,-,0
462,0,14300000,2,64.0,28.0,10.0,1,19,21,6.27,5,0,1,1,1
463,0,14300000,2,53.5,33.0,7.4,0,5,8,1.26,5,1,0,1,1
464,0,14300000,2,54.0,32.0,9.0,0,3,16,2.45,10,1,1,1,1
465,0,14300000,2,63.7,28.4,-,1,19,21,6.27,15,0,1,1,1
466,0,14328600,2,57.2,27.6,11.6,1,5,19,2.21,10,1,1,-,0
467,0,14387994,1,38.0,19.5,-,1,2,10,2.42,8,1,1,-,0
468,0,14400000,3,78.5,52.2,9.0,0,5,5,7.68,15,1,1,-,1
469,0,14400000,2,50.0,30.0,10.0,1,4,14,5.09,6,1,1,-,1
470,0,14400000,1,48.6,20.6,10.8,0,14,16,4.89,14,1,1,1,1
471,0,14450000,3,64.0,48.0,6.5,1,1,6,5.41,5,1,0,-,1
472,0,14450000,4,64.0,48.0,6.5,1,1,6,5.41,5,1,0,-,1
473,0,14450000,2,48.9,37.0,6.0,1,3,6,3.68,8,1,1,-,1
474,0,14490000,2,41.0,31.0,6.0,1,4,5,3.9,7,1,1,1,1
475,0,14499000,2,53.0,30.0,9.0,1,5,14,5.17,6,1,1,0,1
476,0,14500000,3,80.0,50.0,9.0,0,3,5,7.71,20,1,1,-,1
477,0,81920547,3,120.0,73.0,18.0,1,5,7,3.71,5,1,1,0,1
478,0,41539810,3,118.0,94.0,-,0,3,5,0.99,5,1,0,1,1
479,0,140670000,2,104.2,50.0,20.0,1,3,6,2.36,5,1,0,-,0
480,0,14500000,2,53.0,32.0,7.0,1,5,21,6.27,15,1,1,0,1
481,0,14500000,2,50.5,32.2,7.2,1,2,10,3.96,5,1,1,1,1
482,0,14500000,1,66.0,28.0,11.0,1,4,5,2.07,2,1,1,1,1
483,0,14500000,3,59.0,59.0,-,0,10,12,4.0,4,1,0,-,1
484,0,14500000,2,56.5,29.0,18.0,1,5,5,3.71,4,1,1,1,1
485,0,14500000,2,43.0,26.0,6.0,1,3,8,6.16,10,1,1,-,1
486,0,14500000,2,55.9,34.6,9.1,1,2,10,5.13,5,0,0,0,1
487,0,14518000,1,42.7,42.7,-,1,8,10,4.9,3,1,0,0,1
488,0,14518000,1,42.7,42.7,-,1,8,10,4.82,7,1,1,0,1
489,0,14558000,2,50.2,24.8,8.5,1,2,13,5.01,9,1,1,-,0
490,0,14596125,1,38.1,-,-,1,7,7,2.38,5,1,0,-,0
491,0,14615199,1,35.9,28.0,10.0,1,3,7,2.42,8,1,1,-,0
492,0,14630000,1,38.0,-,-,1,3,8,3.77,7,1,0,-,1
493,0,14661025,2,45.7,-,-,1,5,21,6.78,13,1,0,1,1
494,0,14700000,2,65.0,34.0,8.0,1,1,5,1.83,5,1,0,0,1
495,0,14700000,3,65.0,45.0,12.0,1,2,6,3.53,5,1,0,1,1
496,0,14700000,3,65.0,36.0,7.5,1,1,5,5.04,3,1,0,1,1
497,0,14700000,2,77.8,42.4,15.4,0,2,4,4.55,11,1,1,-,1
498,0,14700000,1,37.0,20.0,10.0,0,6,24,2.39,7,1,0,-,1
499,0,14723200,1,43.0,-,-,1,9,10,4.82,5,1,0,-,1
500,0,14790000,2,51.0,30.0,10.0,1,5,11,5.16,5,0,1,0,1
501,0,14800000,3,71.2,52.3,7.3,0,1,6,6.34,10,1,0,1,1
502,0,14800000,3,62.0,38.0,10.0,1,4,4,2.96,5,1,1,1,1
503,0,14800000,2,52.0,29.6,8.6,0,3,9,5.09,5,0,1,0,1
504,0,14800000,1,50.0,30.0,15.0,1,6,20,7.84,10,1,1,1,1
505,0,89470360,4,151.0,90.0,16.0,1,6,7,2.63,7,1,0,1,1
506,0,58000000,2,90.0,45.0,15.0,1,3,6,4.79,5,1,1,-,1
507,0,12700000,2,51.0,34.0,9.0,0,11,16,5.09,2,1,1,1,1
508,0,14800000,1,50.0,30.0,15.0,1,6,22,7.84,10,1,1,1,1
509,0,14835200,2,60.8,28.8,12.1,1,2,19,2.21,10,1,1,-,0
510,0,14850000,3,67.6,42.2,8.5,0,3,5,6.05,12,1,0,-,1
511,0,14900000,2,42.0,23.0,8.0,1,6,6,1.69,5,1,1,-,1
512,0,14900000,1,44.0,20.0,10.0,0,2,11,4.84,15,1,0,0,1
513,0,14900000,2,60.0,36.8,8.9,1,8,9,2.38,7,1,1,1,1
514,0,14968983,2,48.2,32.2,5.1,1,2,11,2.42,8,1,1,-,0
515,0,14990000,2,57.5,33.0,10.0,1,7,7,5.96,10,1,1,0,1
516,0,15000000,2,55.0,34.0,7.0,1,12,12,5.41,1,1,0,-,1
517,0,15000000,2,53.0,31.0,12.0,1,2,13,3.39,5,1,0,-,1
518,0,15000000,1,46.4,19.6,10.7,0,1,12,2.78,3,1,1,1,1
519,0,15000000,2,64.0,38.3,8.0,1,4,5,5.13,11,1,1,1,1
520,0,15000000,4,72.0,52.0,9.0,1,3,5,6.51,10,1,1,-,1
521,0,15000000,2,50.0,26.1,8.0,1,6,15,1.71,5,1,1,1,1
522,0,15000000,2,50.0,26.1,8.0,0,6,15,1.71,10,1,1,1,1
523,0,15000000,2,52.0,34.0,8.0,0,4,24,2.63,9,1,0,1,1
524,0,15000000,1,48.0,33.0,15.0,0,3,9,4.68,14,1,1,-,1
525,0,15000000,3,66.2,46.0,9.0,0,4,5,4.35,3,1,1,0,1
526,0,15000000,2,51.1,30.7,9.0,1,11,12,2.71,9,1,1,1,1
527,0,15100000,2,61.0,36.0,10.0,0,2,12,5.02,7,1,0,-,1
528,0,15100000,2,52.0,38.0,-,1,7,10,4.9,6,1,0,-,0
529,0,15200000,1,50.0,18.0,12.5,1,1,9,2.39,8,1,1,-,1
530,0,15200000,3,70.0,48.0,8.0,1,3,5,5.4,2,1,1,1,1
531,0,15200000,1,38.0,20.0,-,1,2,9,3.22,8,1,0,-,0
532,0,15200000,3,67.0,48.0,9.0,0,5,6,2.03,8,1,1,1,1
533,0,508034400,4,221.0,-,-,0,6,9,2.85,10,1,0,-,1
534,0,49600000,2,84.0,34.0,18.5,1,10,13,4.55,5,1,1,0,1
535,0,167250894,3,181.0,169.7,-,1,3,8,5.31,7,1,1,-,1
536,0,15234950,2,52.2,-,-,0,7,9,4.74,9,1,0,-,0
537,0,15300000,3,77.0,51.0,10.0,1,3,5,6.05,5,1,0,1,1
538,0,15400000,2,46.0,30.0,7.0,1,3,8,1.3,6,1,1,1,1
539,0,15400000,3,64.0,46.0,6.4,1,2,5,3.9,6,1,1,1,1
540,0,15400000,2,54.1,38.1,6.0,1,4,7,1.5,5,1,0,1,1
541,0,15500000,1,38.0,30.0,-,1,8,9,4.7,6,1,1,-,1
542,0,15500000,2,37.0,27.0,7.0,1,2,10,1.65,4,1,0,1,1
543,0,15500000,3,68.0,39.0,12.0,1,2,7,1.61,5,1,0,1,1
544,0,15500000,1,37.0,30.0,4.0,1,2,12,1.65,3,1,0,0,1
545,0,15500000,2,50.2,31.7,7.4,0,7,8,3.05,3,1,0,1,1
546,0,15500000,2,56.0,38.2,8.5,1,4,6,5.4,5,1,0,-,1
547,0,15500000,3,60.1,37.0,10.1,1,1,3,0.93,4,1,0,1,1
548,0,15500000,2,55.0,37.0,6.0,1,7,8,4.2,5,1,1,1,1
549,0,15500000,2,50.0,40.0,-,1,6,9,3.52,10,1,1,-,1
550,0,15500000,2,51.0,30.0,10.0,1,10,11,5.16,5,0,1,0,1
551,0,15512784,1,38.0,-,-,1,7,7,2.38,5,1,0,-,0
552,0,15558049,1,45.6,-,-,0,2,7,2.42,8,1,0,-,0
553,0,15558554,2,55.0,42.0,6.0,1,7,9,3.68,5,1,0,-,1
554,0,15638200,1,38.9,31.9,8.0,1,3,7,2.42,5,1,0,-,0
555,0,15650000,2,45.0,30.0,8.0,0,9,17,3.43,10,0,1,0,1
556,0,15680000,1,39.2,32.1,8.0,1,3,8,3.22,10,1,0,-,0
557,0,15700000,1,42.8,34.0,-,0,5,17,2.07,7,1,0,-,1
558,0,15700000,3,65.0,43.0,7.7,0,4,8,3.03,6,1,0,1,1
559,0,15727500,2,67.5,32.7,14.5,1,2,19,2.21,10,1,1,-,0
560,0,15750000,2,56.5,38.0,9.0,1,5,14,5.17,6,0,1,0,1
561,0,40590000,2,61.5,35.0,15.0,1,6,7,1.38,5,1,0,-,0
562,0,15500000,2,64.3,42.0,8.0,0,3,6,5.08,9,1,1,1,1
563,0,69854730,2,115.0,80.0,15.0,0,51,62,7.86,1,1,0,1,1
564,0,15750000,2,57.0,35.0,7.0,0,8,8,2.96,5,1,1,1,1
565,0,15752100,2,58.1,45.0,-,1,2,5,4.82,7,1,1,-,1
566,0,15752100,2,58.1,58.1,-,1,2,5,4.92,7,1,0,0,1
567,0,15752100,2,58.1,41.3,8.0,1,2,9,4.82,5,1,0,-,0
568,0,15777174,1,51.7,-,-,1,4,13,5.01,9,1,1,-,0
569,0,15800000,2,46.0,30.0,7.0,1,3,8,1.3,4,1,0,-,1
570,0,15800000,2,50.6,32.5,6.0,1,2,7,1.98,7,1,1,1,1
571,0,15839192,1,39.4,-,-,0,3,7,2.42,8,1,0,-,0
572,0,15850000,3,64.0,39.0,8.0,0,7,12,4.11,10,1,1,0,1
573,0,15900000,2,52.2,38.5,5.0,1,2,9,3.46,9,1,1,1,1
574,0,15900000,3,68.0,64.0,-,1,5,14,9.37,5,0,1,1,1
575,0,15937100,1,45.8,37.6,8.0,1,5,7,2.42,5,1,0,-,0
576,0,15941441,1,50.2,17.9,12.8,1,2,13,5.01,9,1,1,-,0
577,0,15992191,1,42.1,-,-,1,2,7,2.38,5,1,0,-,0
578,0,15992190,1,42.1,-,-,0,2,7,2.42,8,1,0,-,0
579,0,15993401,1,45.5,-,-,1,3,6,2.38,5,1,0,-,0
580,0,16000000,1,35.0,20.0,9.0,0,6,16,1.26,3,1,0,-,1
581,0,16000000,3,72.0,45.5,10.3,0,2,17,8.2,14,1,0,1,1
582,0,16000000,3,69.0,47.0,9.0,0,16,17,4.35,5,1,1,-,1
583,0,16000000,2,45.0,28.0,12.0,1,5,8,3.73,15,1,1,-,1
584,0,16000000,2,40.0,20.0,10.0,1,5,8,3.77,12,1,1,1,1
585,0,16100000,2,58.1,34.3,9.2,1,5,12,5.17,6,1,1,-,1
586,0,16110000,2,35.8,-,-,1,4,5,2.8,13,1,0,-,0
587,0,16123224,1,39.3,-,-,1,4,7,2.38,5,1,0,-,0
588,0,16154143,1,51.9,-,-,1,5,13,5.07,9,1,1,-,0
589,0,58411000,3,123.6,77.9,16.0,1,9,12,2.0,7,1,0,0,1
590,0,92665730,3,118.6,83.7,15.2,1,5,5,2.5,9,1,1,1,1
591,0,28859000,2,101.0,65.5,10.0,1,1,6,1.09,5,1,0,-,0
592,0,16200000,2,51.0,29.0,9.0,1,13,14,2.04,5,1,0,-,1
593,0,16200000,3,86.0,52.0,10.0,1,2,5,4.88,8,1,0,1,1
594,0,16200000,3,65.0,43.5,8.0,1,5,6,5.4,2,1,0,0,1
595,0,16300000,3,75.0,54.0,8.0,1,2,6,5.09,5,1,0,1,1
596,0,16300000,1,36.4,18.1,6.0,1,6,7,3.79,5,1,0,-,1
597,0,16300000,3,60.0,48.0,6.2,1,5,8,4.65,3,1,0,1,1
598,0,16400000,1,40.0,21.3,6.1,0,11,12,4.36,10,1,0,1,1
599,0,16400000,2,53.1,32.0,11.2,1,5,13,3.32,7,1,1,1,1
600,0,16459369,1,42.0,-,-,1,3,7,2.38,5,1,0,-,0
601,0,16465925,2,48.2,-,-,0,2,7,2.42,8,1,0,-,0
602,0,16500000,3,70.0,50.0,12.0,0,3,12,2.7,4,1,1,1,1
603,0,16500000,3,84.2,55.8,9.2,0,8,8,5.16,14,1,1,-,1
604,0,16500000,2,60.0,33.3,10.0,1,14,14,5.17,6,1,1,0,1
605,0,16500000,2,40.0,24.0,16.0,0,8,12,3.69,10,1,1,1,1
606,0,16500000,1,42.0,36.0,-,1,2,9,1.65,3,1,0,0,1
607,0,16500000,2,80.0,52.0,8.0,0,1,8,0.18,3,1,0,1,1
608,0,16500000,3,70.0,51.0,10.0,0,3,12,2.7,3,1,0,0,1
609,0,16500000,3,70.0,51.0,10.0,0,3,12,2.7,3,1,0,0,1
610,0,16500000,3,70.0,51.0,10.0,0,3,12,2.7,3,1,0,0,1
611,0,16500000,1,47.6,32.4,4.0,1,8,10,1.65,4,1,0,1,1
612,0,16500000,4,105.0,75.0,7.6,1,5,5,4.26,9,1,1,1,1
613,0,16500000,2,62.2,37.4,12.0,0,3,8,2.56,5,1,0,1,1
614,0,16500000,1,37.0,20.0,9.0,0,6,9,5.86,8,1,1,1,1
615,0,16500000,2,40.0,25.0,8.0,1,14,17,1.41,3,1,1,1,1
616,0,16500000,3,70.0,48.0,8.0,0,3,12,2.7,5,1,1,1,1
617,0,233676773,4,237.4,-,-,0,2,8,2.36,15,1,0,-,1
618,0,708000000,-,456.0,195.0,26.0,1,5,5,2.27,8,1,1,1,1
619,0,17500000,3,60.1,32.0,19.0,0,5,12,1.49,10,1,0,1,1
620,0,16500000,2,55.0,30.0,10.0,0,9,10,5.16,5,1,1,-,1
621,0,16550900,2,59.3,-,-,1,2,5,4.82,5,1,0,-,1
622,0,16550900,2,59.3,59.3,-,1,2,5,4.92,7,1,0,0,1
623,0,16600000,1,41.5,34.0,8.0,1,5,8,3.22,10,1,0,-,0
624,0,16611278,1,51.8,-,-,1,11,13,5.01,9,1,1,-,0
625,0,16735687,2,61.5,61.5,15.5,0,10,-,8.13,6,1,0,-,0
626,0,16800000,2,56.0,35.0,10.0,1,2,14,5.09,5,1,0,0,1
627,0,16800000,2,46.0,28.0,7.0,1,5,13,3.52,7,1,1,1,1
628,0,16800000,2,46.0,28.0,7.0,1,5,13,3.52,10,1,0,1,1
629,0,16800000,2,46.0,27.0,7.0,1,5,13,3.52,15,1,1,1,1
630,0,16800000,2,53.6,32.0,9.0,1,5,8,3.61,10,1,1,1,1
631,0,16800000,3,84.0,55.7,11.0,0,10,10,5.43,5,1,1,1,1
632,0,16800000,2,52.0,29.0,8.0,1,4,14,1.71,5,1,1,1,1
633,0,16824060,1,58.6,58.6,-,1,2,5,4.88,7,1,0,0,1
634,0,16840000,1,42.1,34.5,8.0,1,2,8,3.22,10,1,0,-,0
635,0,16884000,2,60.3,60.3,15.5,0,5,-,8.13,6,1,0,-,0
636,0,16899000,2,40.0,23.0,7.0,0,14,17,1.41,5,1,1,-,1
637,0,16900000,2,41.0,27.0,5.0,1,4,8,2.61,10,1,1,1,1
638,0,16900000,3,71.5,48.1,8.7,1,3,5,3.39,7,1,0,1,1
639,0,16900000,2,46.0,28.0,7.0,1,5,13,3.52,7,1,1,0,1
640,0,16900000,2,40.0,20.0,16.0,0,4,9,1.56,15,1,1,1,1
641,0,16920000,1,42.3,30.0,-,1,5,9,3.22,8,1,0,-,0
642,0,16945600,2,68.0,-,-,1,3,5,4.82,5,1,0,-,1
643,0,16945600,3,68.0,-,-,1,3,5,4.82,5,1,0,-,1
644,0,16950000,2,58.0,43.0,6.0,0,1,7,2.89,7,1,0,-,1
645,0,67102770,2,70.0,-,-,1,9,11,4.04,7,1,0,1,1
646,0,38000000,2,65.4,30.0,-,1,8,14,4.86,9,1,0,-,0
647,0,72660000,3,121.0,100.0,15.0,1,7,7,1.95,15,1,1,-,0
648,0,17000000,2,58.0,36.0,6.0,1,1,6,1.99,7,1,0,-,1
649,0,17000000,3,66.0,45.0,9.0,1,5,5,4.61,6,1,1,1,1
650,0,17000000,5,72.0,63.0,8.3,1,1,5,0.97,5,1,0,0,1
651,0,17000000,2,55.0,33.0,9.0,0,8,9,5.24,7,1,1,1,1
652,0,17000000,2,50.0,30.0,6.0,1,3,5,2.06,5,1,0,1,1
653,0,17000000,2,52.0,31.0,10.0,1,5,5,1.34,9,1,1,1,1
654,0,17000000,2,57.0,35.5,9.2,0,1,9,3.42,7,1,0,1,1
655,0,17000000,3,65.0,44.5,10.0,0,2,7,3.13,2,1,0,1,1
656,0,17035505,1,50.3,20.4,11.7,1,3,13,5.01,9,1,1,-,0
657,0,17075972,1,39.4,-,-,1,6,7,2.38,5,1,0,-,0
658,0,17106349,1,39.4,-,-,1,6,7,2.38,5,1,0,-,0
659,0,17200000,3,80.0,52.0,8.0,0,1,8,5.69,5,1,0,1,1
660,0,17200000,3,80.0,52.0,8.0,0,1,8,5.69,1,1,0,1,1
661,0,17200000,2,55.0,10.0,32.0,0,4,17,6.0,4,1,1,1,1
662,0,17200000,3,76.0,49.0,7.5,0,16,16,4.17,14,1,1,1,1
663,0,17248000,1,44.8,-,-,1,5,8,3.77,7,1,0,-,1
664,0,17359254,1,50.2,20.4,11.7,1,5,13,5.01,9,1,1,-,0
665,0,17360000,1,43.4,34.0,-,1,6,8,3.77,12,1,0,-,1
666,0,17360000,1,43.4,35.6,8.0,1,3,8,3.22,10,1,0,-,0
667,0,17385000,2,40.5,25.5,15.0,0,6,6,1.43,4,1,0,-,1
